chr1	631496	632583	2	2	0	0	3	24
chr1	1013577	1013983	1	1	1	5	0	43
chr1	1392804	1393395	2	2	1	21	0	50
chr1	1402257	1405808	2	2	1	363	0	50
chr1	1405887	1406908	2	2	1	312	0	50
chr1	1407020	1407130	2	2	1	247	0	48
chr1	1416927	1428874	2	2	0	0	1	27
chr1	1611658	1754903	2	2	0	4	0	13
chr1	1637005	1637080	2	2	1	0	2	8
chr1	1637203	1637407	2	2	1	19	0	44
chr1	1637884	1638499	2	2	1	0	4	41
chr1	1638591	1640276	2	2	1	34	47	48
chr1	1640453	1641047	2	2	1	0	70	49
chr1	1641114	1641661	2	2	1	0	80	50
chr1	1641721	1641792	0	0	0	0	22	30
chr1	1641821	1641905	2	2	1	0	36	47
chr1	1642002	1642385	2	2	1	0	42	49
chr1	1649638	1652438	2	2	1	85	0	34
chr1	1652567	1655368	2	2	1	106	1	49
chr1	1655485	1657374	2	2	1	29	27	34
chr1	1704147	1704222	2	2	1	17	2	47
chr1	1705026	1705641	2	2	1	7	4	41
chr1	1705733	1707408	2	2	1	0	47	41
chr1	1705733	1707524	2	2	1	23	0	41
chr1	1707585	1708179	2	2	1	8	70	49
chr1	1708246	1708793	2	2	1	0	80	50
chr1	1708853	1708924	0	0	0	0	22	30
chr1	1708953	1709037	2	2	1	0	36	47
chr1	1709134	1709517	2	2	1	0	42	49
chr1	1721712	1722707	2	2	1	0	27	34
chr1	1786220	1786976	1	3	0	114	0	50
chr1	1787054	1787325	2	2	0	165	0	50
chr1	1787438	1789052	2	2	1	175	2	50
chr1	1852035	1874598	2	2	0	0	1	38
chr1	1944695	2288076	2	2	0	0	6	40
chr1	2391959	2395783	1	1	1	71	0	49
chr1	2395872	2397115	1	1	1	106	0	49
chr1	2397221	2399414	1	1	1	109	0	47
chr1	2397221	2400856	1	1	1	0	2	3
chr1	2399515	2400856	1	1	1	123	2	48
chr1	2400936	2402206	1	1	1	105	2	49
chr1	2402343	2403034	1	1	1	117	0	49
chr1	3781337	3781511	2	2	1	3	0	30
chr1	3781602	3782660	2	2	1	6	0	47
chr1	3782764	3783995	2	2	1	3	0	13
chr1	3836693	3837291	2	2	1	1	0	25
chr1	3889481	3898296	1	1	0	0	3	21
chr1	5863406	5863889	2	2	1	1	0	22
chr1	6186817	6192929	2	2	1	0	156	50
chr1	6193055	6197651	2	2	1	258	65	49
chr1	6197757	6199561	2	2	1	192	0	39
chr1	6264696	6281101	2	2	1	189	0	50
chr1	6281287	6294863	2	2	1	178	0	50
chr1	6294981	6318491	2	2	1	165	10	50
chr1	6318579	6327298	2	2	1	221	0	50
chr1	6327414	6333476	2	2	1	218	0	50
chr1	6333569	6339432	2	2	1	219	0	49
chr1	6339590	6349748	2	2	1	151	0	50
chr1	6349867	6358825	2	2	1	1	0	4
chr1	6349867	6393256	2	2	1	106	0	49
chr1	6375813	6376770	2	2	0	0	1	41
chr1	6375813	6400731	2	2	0	0	1	41
chr1	6611640	6647744	1	1	0	0	1	24
chr1	6634785	6645870	2	2	1	0	12	4
chr1	6635701	6636116	2	2	1	90	0	50
chr1	6636247	6637197	2	2	1	169	0	49
chr1	6637341	6637446	2	2	1	146	0	50
chr1	6637505	6638294	2	2	1	189	0	48
chr1	6638365	6639901	2	2	1	191	0	50
chr1	6640058	6644557	2	2	1	200	0	49
chr1	6644675	6645040	2	2	1	271	0	48
chr1	6645127	6645788	2	2	1	233	0	48
chr1	6645979	6651528	2	2	1	240	0	48
chr1	6651603	6652828	2	2	1	236	0	50
chr1	6652952	6653910	2	2	1	217	0	50
chr1	6654040	6667708	2	2	1	211	0	50
chr1	6667811	6678393	2	2	1	269	0	49
chr1	6678468	6680907	2	2	1	250	0	50
chr1	6681038	6701728	2	2	1	162	2	50
chr1	6785576	6820180	1	1	1	155	3	50
chr1	6785576	6825091	1	1	1	2	2	37
chr1	6807089	6820180	1	1	1	0	3	3
chr1	6807089	6825091	1	1	1	0	2	4
chr1	6820251	6825091	1	1	1	174	5	50
chr1	6825211	6871756	1	1	1	179	2	50
chr1	6871841	6887653	1	1	1	130	0	50
chr1	7961736	7962762	1	1	1	322	0	49
chr1	7961794	7962762	1	1	1	17	0	49
chr1	7962876	7965323	1	1	1	491	0	49
chr1	7965426	7969344	1	1	1	697	0	50
chr1	7965426	7970893	1	1	1	0	1	3
chr1	7969149	7969344	1	1	1	1	0	4
chr1	7969405	7970893	1	1	1	595	18	50
chr1	7970964	7971628	1	1	1	0	17	3
chr1	7970964	7977651	1	1	1	561	18	50
chr1	7977739	7984893	1	1	1	665	0	49
chr1	8656442	8792403	2	2	1	0	37	3
chr1	8861430	8862886	2	2	1	1051	5	50
chr1	8862946	8863234	2	2	1	1018	0	50
chr1	8863344	8863890	2	2	1	1166	0	50
chr1	8864093	8865284	2	2	1	1464	0	50
chr1	8865354	8865446	0	0	0	63	0	36
chr1	8865483	8866278	2	2	1	1412	0	50
chr1	8866502	8867116	2	2	1	1423	0	50
chr1	8867251	8867987	2	2	1	1560	0	50
chr1	8868058	8870451	2	2	1	1696	2	50
chr1	8870511	8871890	2	2	1	1775	2	49
