chr1	15039	15795	2	2	1	0	2	41
chr1	17743	17914	2	2	1	0	49	47
chr1	18062	18267	2	2	1	0	20	31
chr1	18367	24737	2	2	1	0	2	4
chr1	18367	29320	2	2	0	0	17	30
chr1	18367	199836	2	2	0	0	17	30
chr1	151600	508879	2	2	0	0	157	50
chr1	151600	750591	2	2	0	0	157	50
chr1	185351	185490	2	2	1	0	3	47
chr1	185560	186316	2	2	1	0	2	19
chr1	188267	188438	2	2	1	0	24	46
chr1	188585	188790	2	2	1	0	20	31
chr1	188890	199836	2	2	0	0	17	30
chr1	382220	634824	1	1	0	0	7	15
chr1	510192	750591	2	2	0	0	157	50
chr1	517267	522858	2	2	1	0	123	49
chr1	589297	631071	2	2	0	1	0	13
chr1	611284	634824	1	1	0	0	1	16
chr1	631383	633633	2	2	0	0	1	13
chr1	736361	739776	2	2	0	0	30	47
chr1	759124	764722	2	2	1	0	123	49
chr1	1099104	1099333	1	1	0	0	3	34
chr1	1230704	1252284	2	2	0	1	0	28
chr1	1402257	1405808	2	2	1	152	0	50
chr1	1405887	1406908	2	2	1	143	0	50
chr1	1407020	1407130	2	2	1	119	0	48
chr1	1570897	1572212	1	1	0	0	24	41
chr1	1652567	1655368	2	2	1	1	0	13
chr1	1655485	1657374	2	2	1	1	1	31
chr1	1657499	1658913	2	2	1	2	0	34
chr1	1721712	1722707	2	2	1	0	1	27
chr1	2295706	2295728	1	3	0	54	2	49
chr1	2509061	2509861	2	2	1	1	0	40
chr1	3631118	3631465	2	2	1	155	0	50
chr1	3631658	3633397	2	2	0	130	0	48
chr1	3633504	3634996	2	2	1	215	0	50
chr1	3635075	3635159	2	2	1	237	0	50
chr1	3635295	3635943	2	2	1	205	0	50
chr1	3636031	3636994	2	2	1	192	0	50
chr1	3637099	3638749	2	2	1	199	0	50
chr1	3638823	3646665	2	2	1	190	0	49
chr1	3646783	3647407	2	2	1	199	0	49
chr1	3647561	3649930	2	2	1	122	0	49
chr1	3781602	3782660	2	2	1	4	0	39
chr1	3782764	3783995	2	2	1	1	0	11
chr1	6186817	6192929	2	2	1	0	142	50
chr1	6193055	6197651	2	2	1	41	71	49
chr1	6197757	6199561	2	2	1	30	0	31
chr1	6264696	6281101	2	2	1	172	0	50
chr1	6281287	6294863	2	2	1	217	0	50
chr1	6294981	6318491	2	2	1	183	8	50
chr1	6318579	6327298	2	2	1	64	0	50
chr1	6327414	6333476	2	2	1	88	0	49
chr1	6333569	6339432	2	2	1	82	0	49
chr1	6339590	6349748	2	2	1	54	0	49
chr1	6349867	6393256	2	2	1	37	0	49
chr1	6785576	6820180	1	1	1	16	0	47
chr1	6785576	6825091	1	1	1	39	0	50
chr1	6820251	6825091	1	1	1	16	0	48
chr1	6825211	6871756	1	1	1	77	1	50
chr1	7961794	7962762	1	1	1	151	0	49
chr1	7962876	7965323	1	1	1	209	0	50
chr1	7965426	7969344	1	1	1	291	0	50
chr1	7965426	7970893	1	1	1	0	2	3
chr1	7969405	7970893	1	1	1	279	6	50
chr1	7970964	7971628	1	1	1	0	4	3
chr1	7970964	7977651	1	1	1	259	6	50
chr1	7977739	7984893	1	1	1	264	0	48
chr1	8362845	8364055	2	2	1	29	0	49
chr1	8797082	8797235	1	5	0	0	1	12
chr1	8861430	8862886	2	2	1	1035	10	50
chr1	8862946	8863234	2	2	1	834	0	50
chr1	8863344	8863890	2	2	1	982	0	50
chr1	8864093	8865284	2	2	1	1063	0	50
chr1	8865483	8866278	2	2	1	820	0	50
chr1	8866502	8867116	2	2	1	238	0	49
chr1	8867251	8867987	2	2	1	253	0	48
chr1	8868058	8870451	2	2	1	257	0	50
chr1	8869791	8883327	2	2	0	1	0	34
chr1	8870511	8871890	2	2	1	249	0	49
chr1	8871987	8874823	2	2	1	274	0	50
chr1	8874918	8878579	2	2	1	194	0	50
chr1	8882279	8903459	1	1	0	0	1	17
chr1	9354718	9502177	2	2	0	0	6	22
chr1	9354731	9616646	1	1	0	0	6	35
chr1	9516856	9529954	2	2	0	2	0	43
chr1	9731897	9733400	2	2	1	1	0	26
chr1	9795885	9838263	1	3	0	1	0	30
chr1	9930458	9931890	2	2	1	17	0	42
chr1	9931973	9932802	2	2	1	60	0	49
chr1	9932899	9934761	2	2	1	52	0	47
chr1	9934861	9935491	2	2	1	58	0	50
chr1	9935628	9936518	2	2	1	103	0	48
chr1	9936628	9942623	2	2	1	98	0	48
chr1	9942712	9943348	2	2	0	5	0	29
chr1	9942783	9943248	2	2	1	65	0	50
chr1	10150796	10392113	1	1	0	5	0	35
chr1	10159254	10165758	2	2	0	51	0	47
chr1	10295767	10296581	1	1	1	40	0	49
chr1	10296666	10296896	1	1	1	30	0	45
