chr1	498306	498398	2	2	1	0	3	35
chr1	589301	634331	2	2	0	3	0	17
chr1	633794	634199	2	2	0	0	1	29
chr1	729805	733306	2	2	1	0	9	50
chr1	733365	735422	2	2	1	0	1	15
chr1	1291141	1291253	1	1	1	17	0	30
chr1	1740895	1883072	2	2	0	3	13	30
chr1	1787054	1787321	2	2	1	369	0	49
chr1	1787438	1789052	2	2	1	489	7	50
chr1	1789270	1790394	2	2	1	377	0	50
chr1	1790597	1793244	2	2	1	354	0	50
chr1	1793312	1804418	2	2	1	344	0	50
chr1	1804582	1806474	2	2	1	433	0	50
chr1	1806539	1815755	2	2	1	440	0	50
chr1	1815863	1817836	2	2	1	384	0	39
chr1	1817876	1825396	2	2	1	401	0	39
chr1	1825500	1839189	2	2	1	187	0	26
chr1	1850079	1883072	2	2	0	1	0	44
chr1	1850241	1883072	2	2	0	0	13	30
chr1	2304586	2306019	1	1	1	3	0	22
chr1	2363669	2367388	1	3	0	119	0	40
chr1	2391959	2395783	1	1	1	9	0	50
chr1	2395872	2397115	1	1	1	17	0	41
chr1	2397221	2399414	1	1	1	12	0	47
chr1	2399515	2400856	1	1	1	17	0	44
chr1	2400936	2402206	1	1	1	9	0	40
chr1	2402343	2403034	1	1	1	17	0	46
chr1	2586901	2590173	2	4	0	5	0	44
chr1	2591090	2591556	2	4	1	1	0	4
chr1	6186817	6192929	2	2	1	0	602	50
chr1	6193055	6197651	2	2	1	610	229	49
chr1	6197757	6199369	2	4	1	1	0	3
chr1	6197757	6199561	2	2	1	386	0	49
chr1	6197757	6200488	2	2	1	62	0	49
chr1	6197757	6208680	2	2	1	1	0	9
chr1	6200751	6208680	2	2	1	67	0	49
chr1	6250004	6250439	2	2	1	2	0	15
chr1	6254148	6254549	2	2	1	1	0	35
chr1	6264696	6281101	2	2	1	98	0	50
chr1	6281287	6294863	2	2	1	129	0	50
chr1	6294981	6318491	2	2	1	120	2	50
chr1	6318579	6327298	2	2	1	118	4	49
chr1	6327414	6333476	2	2	1	135	0	49
chr1	6333569	6339432	2	2	1	169	0	49
chr1	6339590	6349748	2	2	1	105	0	50
chr1	6349867	6393256	2	2	1	232	0	50
chr1	6514648	6523465	1	1	0	13	0	50
chr1	6514651	6525081	2	2	0	1	0	38
chr1	6522774	6525081	2	2	0	10	0	46
chr1	6524863	6560187	2	2	0	1	0	42
chr1	6543428	6566827	2	2	0	0	1	39
chr1	6785576	6820180	1	1	1	124	5	36
chr1	6785576	6825091	1	1	1	1	3	5
chr1	6807089	6820180	1	1	1	0	5	4
chr1	6807089	6825091	1	1	1	0	3	4
chr1	6820251	6825091	1	1	1	225	8	50
chr1	6825211	6871756	1	1	1	230	2	50
chr1	7961709	7962762	1	1	0	1	0	26
chr1	7961736	7962762	1	1	1	516	0	48
chr1	7961794	7962762	1	1	1	257	0	49
chr1	7962876	7965323	1	1	1	1071	0	49
chr1	7965426	7969344	1	1	1	1319	0	50
chr1	7965426	7970893	1	1	1	0	9	3
chr1	7969149	7969344	1	1	1	1	0	4
chr1	7969405	7970893	1	1	1	1286	53	50
chr1	7970964	7971628	1	1	1	1	45	5
chr1	7970964	7977651	1	1	1	1227	54	50
chr1	7977739	7984893	1	1	1	1316	0	50
chr1	8466024	8495062	2	2	1	98	0	49
chr1	8495163	8497404	2	2	1	159	0	49
chr1	8497530	8508626	2	2	1	174	0	49
chr1	8508676	8541213	2	2	1	100	0	50
chr1	8541319	8556474	2	2	1	181	0	50
chr1	8556572	8557417	2	2	1	185	0	50
chr1	8557524	8614560	2	2	1	178	0	50
chr1	8614687	8624309	2	2	1	165	1	49
chr1	8624381	8655972	2	2	1	124	0	49
chr1	8803400	8825718	1	1	0	0	1	24
chr1	8820491	9079717	2	2	0	0	14	48
chr1	8861430	8862886	2	2	1	761	1	49
chr1	8862946	8863234	2	2	1	782	0	50
chr1	8863344	8863890	2	2	1	873	0	50
chr1	8864093	8865284	2	2	1	888	0	50
chr1	8865483	8866278	2	2	1	827	0	50
chr1	8866502	8867116	2	2	1	850	0	50
